Nombre de ville, temps d execution, Poids chemin5,0.0,41
5,0.0,54
5,0.0,54
5,0.0,29
5,0.0009984970092773438,31
5,0.0,50
5,0.0,51
5,0.0,39
5,0.0,39
5,0.0,25
10,0.0,69
10,0.0009968280792236328,85
10,0.0009913444519042969,87
10,0.0,68
10,0.0019953250885009766,74
10,0.0,64
10,0.0,70
10,0.0,69
10,0.001001596450805664,74
10,0.000997304916381836,50
50,0.020943641662597656,209
50,0.029917240142822266,220
50,0.036896467208862305,215
50,0.02094411849975586,216
50,0.02194070816040039,202
50,0.017951011657714844,219
50,0.03290820121765137,194
50,0.016954421997070312,220
50,0.025928258895874023,226
50,0.02992105484008789,215
100,0.15454626083374023,362
100,0.1276566982269287,355
100,0.13364410400390625,382
100,0.13767194747924805,374
100,0.08677172660827637,379
100,0.1765282154083252,338
100,0.13463497161865234,381
100,0.07579946517944336,380
100,0.12766242027282715,368
100,0.08780980110168457,370
500,4.270637512207031,1355
